"id","siafi_code"
br_base.city_5218706,9567
br_base.city_5218789,9995
br_base.city_5218805,9571
br_base.city_5218904,9573
br_base.city_5219001,9575
br_base.city_5219100,9577
br_base.city_5219209,9579
br_base.city_5219258,9743
br_base.city_5219308,9581
br_base.city_5219357,9689
br_base.city_5219407,9583
br_base.city_5219456,1062
br_base.city_5219506,9585
br_base.city_5219605,9587
br_base.city_5219704,9589
br_base.city_5219712,0083
br_base.city_5219738,0053
br_base.city_5219753,9677
br_base.city_5219803,9591
br_base.city_5219902,9593
br_base.city_5220058,9747
br_base.city_5220009,9597
br_base.city_5220108,9599
br_base.city_5220157,9749
br_base.city_5220207,9601
br_base.city_5220264,9751
br_base.city_5220280,1064
br_base.city_5220405,9605
br_base.city_5220454,9753
br_base.city_5220504,9607
br_base.city_5220603,9609
br_base.city_5220686,9755
br_base.city_5220702,9611
br_base.city_5221007,9617
br_base.city_5221080,9759
br_base.city_5221197,0057
br_base.city_5221304,9623
br_base.city_5221403,9625
br_base.city_5221452,9761
br_base.city_5221502,9631
br_base.city_5221551,9765
br_base.city_5221577,0059
br_base.city_5221601,9633
br_base.city_5221700,9635
br_base.city_5221809,9637
br_base.city_5221858,1066
br_base.city_5221908,9639
br_base.city_5222005,9641
br_base.city_5222054,9657
br_base.city_5222203,0067
br_base.city_5222302,1068
br_base.city_2100055,0961
br_base.city_2100105,0701
br_base.city_2100154,0104
br_base.city_2100204,0703
br_base.city_2100303,0705
br_base.city_2100402,0707
br_base.city_2100436,0106
br_base.city_2100477,0108
br_base.city_2100501,0709
br_base.city_2100550,0110
br_base.city_2100600,0711
br_base.city_2100709,0713
br_base.city_2100808,0715
br_base.city_2100832,0112
br_base.city_2100873,0114
br_base.city_2100907,0717
br_base.city_2100956,1281
br_base.city_2101004,0719
br_base.city_2101103,0721
br_base.city_2101202,0723
br_base.city_2101251,0116
br_base.city_2101301,0725
br_base.city_2101350,0118
br_base.city_2101400,0727
br_base.city_2101509,0729
br_base.city_2101608,0731
br_base.city_2101707,0733
br_base.city_2101772,0122
br_base.city_2101731,0120
br_base.city_2101806,0735
br_base.city_2101905,0737
br_base.city_2101939,0124
br_base.city_2101970,0126
br_base.city_2102002,0955
br_base.city_2102036,0128
br_base.city_2102077,0130
br_base.city_2102101,0739
br_base.city_2102150,0132
br_base.city_2102200,0741
br_base.city_2102309,0743
br_base.city_2102325,0134
br_base.city_2102358,0136
br_base.city_2102374,0138
br_base.city_2102408,0745
br_base.city_2102507,0747
br_base.city_2102556,0140
br_base.city_2102606,0749
br_base.city_2102705,0751
br_base.city_2102754,0142
br_base.city_2102804,0753
br_base.city_2102903,0755
br_base.city_2103000,0757
br_base.city_2103109,0759
br_base.city_2103125,0144
br_base.city_2103158,0146
br_base.city_2103174,0148
br_base.city_2103208,0761
br_base.city_2103257,0150
br_base.city_2103307,0763
br_base.city_2103406,0765
br_base.city_2103505,0767
br_base.city_2103554,0152
br_base.city_2103604,0769
br_base.city_2103703,0771
br_base.city_2103752,0154
br_base.city_2103802,0773
br_base.city_2103901,0775
br_base.city_2104008,0777
br_base.city_2104057,0963
br_base.city_2104073,0156
br_base.city_2104081,0158
br_base.city_2104099,0160
br_base.city_2104107,0779
br_base.city_2104206,0781
br_base.city_2104305,0783
br_base.city_2104404,0785
br_base.city_2104503,0787
br_base.city_2104552,0162
br_base.city_2104602,0789
br_base.city_2104628,0164
br_base.city_2104651,0166
br_base.city_2104677,0168
br_base.city_2104701,0791
br_base.city_2104800,0793
br_base.city_2104909,0795
br_base.city_2105005,0797
br_base.city_2105104,0799
br_base.city_2105153,0170
br_base.city_2105203,0801
br_base.city_2105302,0803
br_base.city_2105351,0172
br_base.city_2105401,0807
br_base.city_2105427,0174
br_base.city_2105450,0176
br_base.city_2105476,0178
br_base.city_2105500,0809
br_base.city_2105609,0811
br_base.city_2105658,0180
br_base.city_2105708,0813
br_base.city_2105807,0815
br_base.city_2105948,0184
br_base.city_2105906,0817
br_base.city_2105922,0182
br_base.city_2105963,0186
br_base.city_2105989,0188
br_base.city_2106003,0819
br_base.city_2106102,0821
br_base.city_2106201,0823
br_base.city_2106300,0825
br_base.city_2106326,0190
br_base.city_2106359,0192
br_base.city_2106375,0194
br_base.city_2106409,0827
br_base.city_2106508,0829
br_base.city_2106607,0831
br_base.city_2106631,0196
br_base.city_2106672,0198
br_base.city_2106706,0833
br_base.city_2106755,1283
br_base.city_2106805,0835
br_base.city_2106904,0837
br_base.city_2107001,0839
br_base.city_2107100,0841
br_base.city_2107209,0843
br_base.city_2107258,0200
br_base.city_2107308,0845
br_base.city_2107357,0202
br_base.city_2107407,0847
br_base.city_2107456,0204
br_base.city_2107506,0849
br_base.city_2107605,0851
br_base.city_2107704,0853
br_base.city_2107803,0855
br_base.city_2107902,0857
br_base.city_2108009,0859
br_base.city_2108058,0206
br_base.city_2108108,0959
br_base.city_2108207,0861
br_base.city_2108256,0208
br_base.city_2108306,0863
br_base.city_2108405,0865
br_base.city_2108454,0210
br_base.city_2108603,0869
br_base.city_2108702,0871
br_base.city_2108801,0873
br_base.city_2108900,0875
br_base.city_2109007,0877
br_base.city_2109056,0212
br_base.city_2109106,0879
br_base.city_2109205,0881
br_base.city_2109239,0214
br_base.city_2109270,0216
br_base.city_2109304,0883
br_base.city_2109403,0885
br_base.city_2109452,0218
br_base.city_2109502,0887
br_base.city_2109551,0220
br_base.city_2109601,0891
br_base.city_2109700,0893
br_base.city_2109759,0222
br_base.city_2109809,0895
br_base.city_2109908,0957
br_base.city_2110005,0897
br_base.city_2110039,1285
br_base.city_2110104,0899
br_base.city_2110203,0901
br_base.city_2110237,0224
br_base.city_2110278,0226
br_base.city_2110302,0903
br_base.city_2110401,0905
br_base.city_2110500,0907
br_base.city_2110609,0909
br_base.city_2110658,0228
br_base.city_2110708,0911
br_base.city_2110807,0913
br_base.city_2110856,0230
br_base.city_2110906,0915
br_base.city_2111003,0917
br_base.city_2111029,0232
br_base.city_2111052,0234
br_base.city_2111078,0236
br_base.city_2111102,0919
br_base.city_2111201,0889
br_base.city_2111250,0238
br_base.city_2111300,0921
br_base.city_2111409,0805
br_base.city_2111508,0923
br_base.city_2111532,0240
br_base.city_2111573,0242
br_base.city_2111607,0925
br_base.city_2111631,0244
br_base.city_2111672,0246
br_base.city_2111706,0927
br_base.city_2111722,0248
br_base.city_2111748,0250
br_base.city_2111763,0252
br_base.city_2111789,0254
br_base.city_2111805,0929
br_base.city_2111904,0931
br_base.city_2111953,0256
br_base.city_2112001,0933
br_base.city_2112100,0935
br_base.city_2112209,0937
br_base.city_2112233,0258
br_base.city_2112274,0260
br_base.city_2112308,0939
br_base.city_2112407,0941
br_base.city_2112456,0262
br_base.city_2112506,0943
br_base.city_2112605,0945
br_base.city_2112704,0947
br_base.city_2112803,0949
br_base.city_2112852,0264
br_base.city_2112902,0951
br_base.city_2113009,0953
br_base.city_2114007,1287
br_base.city_3100104,4001
br_base.city_3100203,4003
br_base.city_3100302,4005
br_base.city_3100401,4007
br_base.city_3100500,4009
br_base.city_3100609,4011
br_base.city_3100708,4013
br_base.city_3100807,4015
br_base.city_3100906,4017
br_base.city_3101003,4019
br_base.city_3101102,4021
br_base.city_3101201,4023
br_base.city_3101300,4025
br_base.city_3101409,4027
br_base.city_3101508,4029
br_base.city_3101607,4031
br_base.city_3101631,2681
br_base.city_3101706,4033
br_base.city_3101805,4035
br_base.city_3101904,4037
br_base.city_3102001,4039
br_base.city_3102050,0564
br_base.city_3153509,5069
br_base.city_3102100,4041
br_base.city_3102209,4043
br_base.city_3102308,4045
br_base.city_3102407,4047
br_base.city_3102506,4049
br_base.city_3102605,4051
br_base.city_3102803,4055
br_base.city_3102852,0566
br_base.city_3102902,4057
br_base.city_3103009,4059
br_base.city_3103108,4061
br_base.city_3103207,4063
br_base.city_3103306,4065
br_base.city_3103405,4067
br_base.city_3103504,4069
br_base.city_3103603,4071
br_base.city_3103702,4073
br_base.city_3103751,2903
br_base.city_3103801,4075
br_base.city_3103900,4077
br_base.city_3104007,4079
br_base.city_3104106,4081
br_base.city_3104205,4083
br_base.city_3104304,4085
br_base.city_3104403,4087
br_base.city_3104452,0568
br_base.city_3104502,4089
br_base.city_3104601,4091
br_base.city_3104700,4093
br_base.city_3104809,4095
br_base.city_3104908,4097
br_base.city_3105004,4099
br_base.city_3105103,4101
br_base.city_3105202,4103
br_base.city_3105301,4105
br_base.city_3105400,4107
br_base.city_3105509,4109
br_base.city_3105608,4111
br_base.city_3105707,4113
br_base.city_3105905,4117
br_base.city_3106002,4119
br_base.city_3106101,4121
br_base.city_3106200,4123
br_base.city_3106309,4125
br_base.city_3106408,4127
br_base.city_3106507,4129
br_base.city_3106655,0570
br_base.city_3106606,4131
br_base.city_3106705,4133
br_base.city_3106804,4135
br_base.city_3106903,4137
br_base.city_3107000,4139
br_base.city_3107109,4141
br_base.city_3107208,4143
br_base.city_3107307,4145
br_base.city_3107406,4147
br_base.city_3107505,4149
br_base.city_3107604,4151
br_base.city_3107703,4153
br_base.city_3107802,4155
br_base.city_3107901,4157
br_base.city_3108008,4159
br_base.city_3108107,4161
br_base.city_3108206,4163
br_base.city_3108255,0572
br_base.city_3108305,4165
br_base.city_3108404,4167
br_base.city_3108503,4169
br_base.city_3108701,4173
br_base.city_3108552,0574
br_base.city_3108602,4171
br_base.city_3108909,4177
br_base.city_3108800,4175
br_base.city_3109006,4179
br_base.city_3109105,4181
br_base.city_3109204,4183
br_base.city_3109253,0576
br_base.city_3109303,4185
br_base.city_3109402,4187
br_base.city_3109451,0578
br_base.city_3109501,4189
br_base.city_3109600,4191
br_base.city_3109709,4193
br_base.city_3102704,4053
br_base.city_3109808,4195
br_base.city_3109907,4197
br_base.city_3110004,4199
br_base.city_3110103,4201
br_base.city_3110202,4203
br_base.city_3110301,4205
br_base.city_3110400,4207
br_base.city_3110509,4209
br_base.city_3110608,4211
br_base.city_3110707,4213
br_base.city_3110806,4215
br_base.city_3110905,4217
br_base.city_3111002,4219
br_base.city_3111101,4221
br_base.city_3111150,0580
br_base.city_3111200,4223
br_base.city_3111309,4225
br_base.city_3111408,4227
br_base.city_3111507,4229
br_base.city_3111606,4231
br_base.city_3111903,4237
br_base.city_3111705,4233
br_base.city_3111804,4235
br_base.city_3112000,4239
br_base.city_3112059,0582
br_base.city_3112109,4241
br_base.city_3112208,4243
br_base.city_3112307,4245
br_base.city_3112406,4247
br_base.city_3112505,4249
br_base.city_3112604,4251
br_base.city_3112653,2651
br_base.city_3112703,4253
br_base.city_3112802,4255
br_base.city_3112901,4257
br_base.city_3113008,4259
br_base.city_3113107,4261
br_base.city_3113206,4263
br_base.city_3113305,4265
br_base.city_3113404,4267
br_base.city_3113503,4269
br_base.city_3113602,4271
br_base.city_3113701,4273
br_base.city_3113800,4275
br_base.city_3113909,4277
br_base.city_3114006,4279
br_base.city_3114105,4281
br_base.city_3114204,4283
br_base.city_3114303,4285
br_base.city_3114402,4287
br_base.city_3114501,4289
br_base.city_3114550,2685
br_base.city_3114600,4291
br_base.city_3114709,4293
br_base.city_3114808,4295
br_base.city_3114907,4297
br_base.city_3115003,4299
br_base.city_3115102,4301
br_base.city_3115300,4305
br_base.city_3115359,0584
br_base.city_3115409,4307
br_base.city_3115458,2653
br_base.city_3115474,0586
br_base.city_3115508,4309
br_base.city_3115607,4311
br_base.city_3115706,4313
br_base.city_3115805,4315
br_base.city_3115904,4317
br_base.city_3116001,4319
br_base.city_3116100,4321
br_base.city_3116159,0588
br_base.city_3116209,4323
br_base.city_3116308,4325
br_base.city_3116407,4327
br_base.city_3116506,4329
br_base.city_3116605,4331
br_base.city_3116704,4333
br_base.city_3116803,4335
br_base.city_3116902,4337
br_base.city_3117009,4339
br_base.city_3117108,4341
br_base.city_3115201,4303
br_base.city_3117306,4345
br_base.city_3117207,4343
br_base.city_3117405,4347
br_base.city_3117504,4349
br_base.city_3117603,4351
br_base.city_3117702,4353
br_base.city_3117801,4355
br_base.city_3117836,0590
br_base.city_3117876,0592
br_base.city_3117900,4357
br_base.city_3118007,4359
br_base.city_3118106,4361
br_base.city_3118205,4363
br_base.city_3118304,4365
br_base.city_3118403,4367
br_base.city_3118502,4369
br_base.city_3118601,4371
br_base.city_3118700,4373
br_base.city_3118809,4375
br_base.city_3118908,4377
br_base.city_3119005,4379
br_base.city_3119104,4381
br_base.city_3119203,4383
br_base.city_3119302,4385
br_base.city_3119401,4387
br_base.city_3119500,4389
br_base.city_3119609,4391
br_base.city_3119708,4393
br_base.city_3119807,4395
br_base.city_3119906,4397
br_base.city_3119955,0594
br_base.city_3120003,4399
br_base.city_3120102,4401
br_base.city_3120151,0596
br_base.city_3120201,4403
br_base.city_3120300,4405
br_base.city_3120409,4407
br_base.city_3120508,4409
br_base.city_3120607,4411
br_base.city_3120706,4413
br_base.city_3120805,4415
br_base.city_3120839,0598
br_base.city_3120870,0600
br_base.city_3120904,4417
br_base.city_3121001,4419
br_base.city_3121100,4421
br_base.city_3121209,4423
br_base.city_3121258,0602
br_base.city_3121308,4425
br_base.city_3121407,4427
br_base.city_3121506,4429
br_base.city_3121605,4431
br_base.city_3121704,4433
br_base.city_3121803,4435
br_base.city_3121902,4437
br_base.city_3122009,4439
br_base.city_3122108,4441
br_base.city_3122207,4443
br_base.city_3122306,4445
br_base.city_3122355,0604
br_base.city_3122405,4447
br_base.city_3122454,2657
br_base.city_3122470,0606
br_base.city_3122504,4449
br_base.city_3122603,4451
br_base.city_3122702,4453
br_base.city_3122801,4455
br_base.city_3123007,4459
br_base.city_3123106,4461
br_base.city_3123205,4463
br_base.city_3123304,4465
br_base.city_3123403,4467
br_base.city_3123502,4469
br_base.city_3123528,2675
br_base.city_3123601,4471
br_base.city_3123700,4473
br_base.city_3123809,4475
br_base.city_3123858,2663
br_base.city_3123908,4477
br_base.city_3124005,4479
br_base.city_3124104,4481
br_base.city_3124203,4483
br_base.city_3124302,4485
br_base.city_3124401,4487
br_base.city_3124500,4489
br_base.city_3124609,4491
br_base.city_3124708,4493
br_base.city_3124807,4495
br_base.city_3124906,4497
br_base.city_3125002,4499
br_base.city_3125101,4501
br_base.city_3125200,4503
br_base.city_3125309,4505
br_base.city_3125408,4507
br_base.city_3125606,4511
br_base.city_3125705,4513
br_base.city_3125804,4515
br_base.city_3125903,4517
br_base.city_3125952,2683
br_base.city_3126000,4519
br_base.city_3126109,4521
br_base.city_3126208,4523
br_base.city_3126307,4525
br_base.city_3126406,4527
br_base.city_3126505,4529
br_base.city_3126604,4531
br_base.city_3126703,4533
br_base.city_3126752,0608
br_base.city_3126802,4535
br_base.city_3126901,4537
br_base.city_3126950,0610
br_base.city_3127008,4539
br_base.city_3127057,4935
br_base.city_3127073,0612
br_base.city_3127107,4541
br_base.city_3127206,4543
br_base.city_3127305,4545
br_base.city_3127339,0614
br_base.city_3127354,0616
br_base.city_3127370,0618
br_base.city_3127388,0620
br_base.city_3127404,4547
br_base.city_3127503,4549
br_base.city_3127701,4553
br_base.city_3127800,4555
br_base.city_3127909,4557
br_base.city_3128006,4559
br_base.city_3128105,4561
br_base.city_3128204,4563
br_base.city_3128253,0622
br_base.city_3128303,4565
br_base.city_3128402,4567
br_base.city_3128501,4569
br_base.city_3128600,4571
br_base.city_3128709,4573
br_base.city_3128808,4575
br_base.city_3128907,4577
br_base.city_3129004,4579
br_base.city_3129103,4581
br_base.city_3129202,4583
br_base.city_3129301,4585
br_base.city_3129400,4587
br_base.city_3129509,4589
br_base.city_3129608,4591
br_base.city_3129657,0624
br_base.city_3129707,4593
br_base.city_3129806,4595
br_base.city_3129905,4597
br_base.city_3130002,4599
br_base.city_3130051,2693
br_base.city_3130101,4601
br_base.city_3130200,4603
br_base.city_3130309,4605
br_base.city_3130408,4607
br_base.city_3130507,4609
br_base.city_3130556,0626
br_base.city_3130606,4611
br_base.city_3130655,0628
br_base.city_3130705,4613
br_base.city_3130804,4615
br_base.city_3130903,4617
br_base.city_3131000,4619
br_base.city_3131109,4621
br_base.city_3131158,2665
br_base.city_3131208,4623
br_base.city_3131307,4625
br_base.city_3131406,4627
br_base.city_3131505,4629
br_base.city_3131604,4631
br_base.city_3131703,4633
br_base.city_3131901,4637
br_base.city_3132008,4639
br_base.city_3132107,4641
br_base.city_3132206,4643
br_base.city_3132305,4645
br_base.city_3132404,4647
br_base.city_3132503,4649
br_base.city_3132602,4651
br_base.city_3132701,4653
br_base.city_3132800,4655
br_base.city_3132909,4657
br_base.city_3133006,4659
br_base.city_3133105,4661
br_base.city_3133204,4663
br_base.city_3133303,4665
br_base.city_3133402,4667
br_base.city_3133501,4669
br_base.city_3133600,4671
br_base.city_3133709,4673
br_base.city_3133758,5731
br_base.city_3133808,4675
br_base.city_3133907,4677
br_base.city_3134004,4679
br_base.city_3134103,4681
br_base.city_3134202,4683
br_base.city_3134301,4685
br_base.city_3134400,4687
br_base.city_3134509,4689
br_base.city_3134608,4691
br_base.city_3134707,4693
br_base.city_3134806,4695
br_base.city_3134905,4697
br_base.city_3135001,4699
br_base.city_3135050,2893
br_base.city_3135076,2655
br_base.city_3135100,4701
br_base.city_3135209,4703
br_base.city_3135308,4705
br_base.city_3135357,0630
br_base.city_3135407,4707
br_base.city_3135456,0632
br_base.city_3135506,4709
br_base.city_3135605,4711
br_base.city_3135704,4713
br_base.city_3135803,4715
br_base.city_3135902,4717
br_base.city_3136009,4719
br_base.city_3136108,4721
br_base.city_3136207,4723
br_base.city_3136306,4725
br_base.city_3136405,4727
br_base.city_3136504,4729
br_base.city_3136520,0634
br_base.city_3136553,0636
br_base.city_3136579,0638
br_base.city_3136652,2691
br_base.city_3136702,4733
br_base.city_3136801,4735
br_base.city_3136900,4737
br_base.city_3136959,0640
br_base.city_3137007,4739
br_base.city_3137106,4741
br_base.city_3137205,4743
br_base.city_3137304,4745
br_base.city_3137403,4747
br_base.city_3137502,4749
br_base.city_3137536,2905
br_base.city_3137601,4751
br_base.city_3137700,4753
br_base.city_3137809,4755
br_base.city_3137908,4757
br_base.city_3138005,4759
br_base.city_3138104,4761
br_base.city_3138203,4763
br_base.city_3138302,4765
br_base.city_3138351,0642
br_base.city_3138401,4767
br_base.city_3138500,4769
br_base.city_3138609,4771
br_base.city_3138658,2695
br_base.city_3138674,0644
br_base.city_3138682,0646
br_base.city_3138708,4773
br_base.city_3138807,4775
br_base.city_3138906,4777
br_base.city_3139003,4779
br_base.city_3139102,4781
br_base.city_3139201,4783
br_base.city_3139250,2895
br_base.city_3139300,4785
br_base.city_3139409,4787
br_base.city_3139508,4789
br_base.city_3139607,4791
br_base.city_3139805,4795
br_base.city_3139706,4793
br_base.city_3139904,4797
br_base.city_3140001,4799
br_base.city_3140100,4801
br_base.city_3140159,0648
br_base.city_3140209,4803
br_base.city_3140308,4805
br_base.city_3140407,4807
br_base.city_3140506,4809
br_base.city_3140530,0650
br_base.city_3140555,2659
br_base.city_3140605,4811
br_base.city_3140704,4813
br_base.city_3171501,5431
br_base.city_3140803,4815
br_base.city_3140852,2897
br_base.city_3140902,4817
br_base.city_3141009,4819
br_base.city_3141108,4821
br_base.city_3141207,4823
br_base.city_3141306,4825
br_base.city_3141405,4827
br_base.city_3141504,4829
br_base.city_3141603,4831
br_base.city_3141702,4833
br_base.city_3141801,4835
br_base.city_3141900,4837
br_base.city_3142007,4839
br_base.city_3142106,4841
br_base.city_3142205,4843
br_base.city_3142254,0652
br_base.city_3142304,4845
br_base.city_3142403,4847
br_base.city_3142502,4849
br_base.city_3142601,4851
br_base.city_3142700,4853
br_base.city_3142809,4855
br_base.city_3142908,4857
br_base.city_3143005,4859
br_base.city_3143104,4861
br_base.city_3143153,0654
br_base.city_3143203,4863
br_base.city_3143401,4867
br_base.city_3143302,4865
br_base.city_3143450,2697
br_base.city_3143500,4869
br_base.city_3143609,4871
br_base.city_3143708,4873
br_base.city_3143807,4875
br_base.city_3143906,4877
br_base.city_3144003,4879
br_base.city_3144102,4881
br_base.city_3144201,4883
br_base.city_3144300,4885
br_base.city_3144359,0656
br_base.city_3144375,0658
br_base.city_3144409,4887
br_base.city_3144508,4889
br_base.city_3144607,4891
br_base.city_3144656,0660
br_base.city_3144672,0662
br_base.city_3144706,4893
br_base.city_3144805,4895
br_base.city_3144904,4897
br_base.city_3145000,4899
br_base.city_3145059,0664
br_base.city_3145109,4901
br_base.city_3145208,4903
br_base.city_3136603,4731
br_base.city_3145307,4905
br_base.city_3145356,0666
br_base.city_3145372,0668
br_base.city_3145406,4907
br_base.city_3145455,0670
br_base.city_3145505,4909
br_base.city_3145604,4911
br_base.city_3145703,4913
br_base.city_3145802,4915
br_base.city_3145851,0672
br_base.city_3145877,0674
br_base.city_3145901,4917
br_base.city_3146008,4919
br_base.city_3146107,4921
br_base.city_3146206,4923
br_base.city_3146255,0676
br_base.city_3146305,4925
br_base.city_3146552,0678
br_base.city_3146404,4927
br_base.city_3146503,4929
br_base.city_3146602,4931
br_base.city_3146701,4933
br_base.city_3146750,2661
br_base.city_3146909,4937
br_base.city_3147105,4941
br_base.city_3147006,4939
br_base.city_3147204,4943
br_base.city_3147303,4945
br_base.city_3147402,4947
br_base.city_3147600,4951
br_base.city_3147709,4953
br_base.city_3147501,4949
br_base.city_3147808,4955
br_base.city_3147907,4957
br_base.city_3147956,0680
br_base.city_3148004,4959
br_base.city_3148103,4961
br_base.city_3148202,4963
br_base.city_3148301,4965
br_base.city_3148400,4967
br_base.city_3148509,4969
br_base.city_3148608,4971
br_base.city_3148707,4973
br_base.city_3148756,0682
br_base.city_3148806,4975
br_base.city_3148905,4977
br_base.city_3149002,4979
br_base.city_3149101,4981
br_base.city_3149150,2899
br_base.city_3149200,4983
br_base.city_3149309,4985
br_base.city_3149408,4987
br_base.city_3149507,4989
br_base.city_3149606,4991
br_base.city_3149705,4993
br_base.city_3149804,4995
br_base.city_3149903,4997
br_base.city_3149952,0684
br_base.city_3150000,4999
br_base.city_3150109,5001
br_base.city_3150158,0686
br_base.city_3150208,5003
br_base.city_3150307,5005
br_base.city_3150406,5007
br_base.city_3150505,5009
br_base.city_3150570,0690
br_base.city_3150604,5011
br_base.city_3150703,5013
br_base.city_3150802,5015
br_base.city_3150901,5017
br_base.city_3151008,5019
br_base.city_3151107,5021
br_base.city_3151206,5023
br_base.city_3151305,5025
br_base.city_3151404,5027
br_base.city_3151503,5029
br_base.city_3151602,5031
br_base.city_3151701,5033
br_base.city_3151800,5035
br_base.city_3151909,5037
br_base.city_3152006,5039
br_base.city_3152105,5041
br_base.city_3152131,0692
br_base.city_3152170,0694
br_base.city_3152204,5043
br_base.city_3152303,5045
br_base.city_3152402,5047
br_base.city_3152501,5049
br_base.city_3152600,5051
br_base.city_3152709,5053
br_base.city_3152808,5055
br_base.city_3152907,5057
br_base.city_3153004,5059
br_base.city_3153103,5061
br_base.city_3153202,5063
br_base.city_3153301,5065
br_base.city_3153400,5067
br_base.city_3153608,5071
br_base.city_3153707,5073
br_base.city_3153905,5077
br_base.city_3154002,5079
br_base.city_3154101,5081
br_base.city_3154150,0696
br_base.city_3154200,5083
br_base.city_3154309,5085
br_base.city_3154408,5087
br_base.city_3154457,2901
br_base.city_3154507,5089
br_base.city_3154606,5091
br_base.city_3154705,5093
br_base.city_3154804,5095
br_base.city_3154903,5097
br_base.city_3155108,5101
br_base.city_3155009,5099
br_base.city_3155207,5103
br_base.city_3155306,5105
br_base.city_3155405,5107
br_base.city_3155504,5109
br_base.city_3155603,5111
br_base.city_3155702,5113
br_base.city_3155801,5115
br_base.city_3155900,5117
br_base.city_3156007,5119
br_base.city_3156106,5121
br_base.city_3156205,5123
br_base.city_3156304,5125
br_base.city_3156403,5127
br_base.city_3156452,0698
br_base.city_3156502,5129
br_base.city_3156601,5131
br_base.city_3156700,5133
br_base.city_3156809,5135
br_base.city_3156908,5137
br_base.city_3157005,5139
br_base.city_3157104,5141
br_base.city_3157203,5143
br_base.city_3157252,2667
br_base.city_3157278,0700
br_base.city_3157302,5145
br_base.city_3157336,0702
br_base.city_3157377,0704
br_base.city_3157401,5147
br_base.city_3157500,5149
br_base.city_3157609,5151
br_base.city_3157658,0706
br_base.city_3157708,5153
br_base.city_3157807,5155
br_base.city_3157906,5157
br_base.city_3158003,5159
br_base.city_3158102,5161
br_base.city_3158201,5163
br_base.city_3159209,5183
br_base.city_3159308,5185
br_base.city_3159357,2669
br_base.city_3159506,5189
br_base.city_3159605,5191
br_base.city_3159704,5193
br_base.city_3159803,5195
br_base.city_3158300,5165
br_base.city_3158409,5167
br_base.city_3158508,5169
br_base.city_3158607,5171
br_base.city_3158706,5173
br_base.city_3158805,5175
br_base.city_3158904,5177
br_base.city_3158953,2673
br_base.city_3159001,5179
br_base.city_3159100,5181
br_base.city_3159902,5197
br_base.city_3160009,5199
br_base.city_3160108,5201
br_base.city_3160207,5203
br_base.city_3160306,5205
br_base.city_3160405,5207
br_base.city_3160454,0708
br_base.city_3160504,5209
br_base.city_3160603,5211
br_base.city_3160702,5213
br_base.city_3160801,5215
br_base.city_3160900,5217
br_base.city_3160959,0710
br_base.city_3161007,5219
br_base.city_3161056,0712
br_base.city_3161106,5221
br_base.city_3161205,5223
br_base.city_3161304,5225
br_base.city_3161403,5227
br_base.city_3161502,5229
br_base.city_3161601,5231
br_base.city_3161650,0714
br_base.city_3161700,5233
br_base.city_3161809,5235
br_base.city_3161908,5237
br_base.city_3125507,4509
br_base.city_3162005,5239
br_base.city_3162104,5241
br_base.city_3162203,5243
br_base.city_3162252,0716
br_base.city_3162302,5245
br_base.city_3162401,5247
br_base.city_3162450,0718
br_base.city_3162500,5249
br_base.city_3162559,2677
br_base.city_3162575,2679
br_base.city_3162609,5251
br_base.city_3162658,0720
br_base.city_3162708,5253
br_base.city_3162807,5255
br_base.city_3162906,5257
br_base.city_3162922,0722
br_base.city_3162948,0724
br_base.city_3162955,2649
br_base.city_3163003,5259
br_base.city_3163102,5261
br_base.city_3163201,5263
br_base.city_3163300,5265
br_base.city_3163409,5267
br_base.city_3163508,5269
br_base.city_3163607,5271
br_base.city_3163706,5273
br_base.city_3163805,5275
br_base.city_3163904,5277
br_base.city_3164100,5281
br_base.city_3164001,5279
br_base.city_3164209,5283
br_base.city_3164308,5285
br_base.city_3164407,5287
br_base.city_3164431,0726
br_base.city_3164472,0728
br_base.city_3164506,5289
br_base.city_3164605,5291
br_base.city_3164704,5293
br_base.city_3164803,5295
br_base.city_3164902,5297
br_base.city_3165206,5303
br_base.city_3165008,5299
br_base.city_3165107,5301
br_base.city_3165305,5305
br_base.city_3165404,5307
br_base.city_3165503,5309
br_base.city_3165537,0730
br_base.city_3165560,0734
br_base.city_3165578,2689
br_base.city_3165602,5311
br_base.city_3165701,5313
br_base.city_3165800,5315
br_base.city_3165909,5317
br_base.city_3166006,5319
br_base.city_3166105,5321
br_base.city_3166204,5323
br_base.city_3166303,5325
br_base.city_3166402,5327
br_base.city_3166501,5329
br_base.city_3166600,5331
br_base.city_3166808,5335
br_base.city_3166709,5333
br_base.city_3166907,5337
br_base.city_3166956,0736
br_base.city_3167004,5339
br_base.city_3167103,5341
br_base.city_3167202,5343
br_base.city_3165552,0732
br_base.city_3167301,5345
br_base.city_3167400,5347
br_base.city_3167509,5349
br_base.city_3167608,5351
br_base.city_3167707,5353
br_base.city_3167806,5355
br_base.city_3167905,5357
br_base.city_3168002,5359
br_base.city_3168051,0738
br_base.city_3168101,5361
br_base.city_3168200,5363
br_base.city_3168309,5365
br_base.city_3168408,5367
br_base.city_3168507,5369
br_base.city_3168606,5371
br_base.city_3168705,5373
br_base.city_3168804,5375
br_base.city_3168903,5377
br_base.city_3169000,5379
br_base.city_3169109,5381
br_base.city_3169208,5383
br_base.city_3169307,5385
br_base.city_3169356,4115
br_base.city_3169406,5387
br_base.city_3169505,5389
